yourlist:M201911176746803381A1F0E0DB47453E0216320D0D7341K	Entry
109878	O14498
116009	Q14592
111591	P36507
207289	O55022
112057	P26373
111253	P07205
115413	Q9UDY6
124677	Q969T3
120265	Q9NX65
197981	Q9QYC0
120136	Q6UW60
116919	Q7Z460
116916	O94885
120216	Q6NUQ4
124004	Q96LL9
279585	Q9UT48
124665	Q969E8
122943	Q53R12
113383	P17036
115906	P49711
276934	O14348
31008	P25353
119363	Q9UHA2
110962	P21589
200146	P14434
119122	Q9NYG8
120576	Q8IXI2
114518	Q9UM01
34199	P36149
109107	O00155
119125	P78413
116769	Q96S66
275837	P78780
127731	Q6P4D5
124598	Q96P15
114877	Q2Y0W8
111543	P10124
127451	Q6TCH7
116316	Q14565
108333	Q04743
110496	Q13368
131392	Q86VF5
217772	Q91ZX6
128562	Q8TC29
121420	Q9UJQ4
228238	Q6NVF4
130963	Q7Z5A4
205754	Q9CQ80
112926	P04216
119652	Q96GC5
32061	P13045
33127	P53129
111325	Q99697
125236	Q96NT5
121811	Q9UHY7
109398	P35914
107079	O00512
612563	B2RXF5
119421	Q8NC01
117349	Q9Y2Z2
222968	P60330
125773	Q96M32
115454	Q9NYB9
112731	P78536
32202	P19262
120767	Q9C0G0
222117	Q6P5F9
121452	Q8WUJ3
121839	O95886
120752	Q9BQL6
116758	Q86XL3
200340	P17095
116206	P17544
115296	Q96RI1
114494	Q9UHE5
279880	P79015
108178	P51452
122545	Q9BW04
119633	Q969N2
116433	Q9NSU2
128774	Q9UPZ6
127135	O95057
121641	Q8IWB7
118874	Q8WXD2
126612	Q9NWX5
120484	Q96CQ1
34951	P40533
121963	Q9GZT4
120593	Q8N0Y2
34641	Q08686
113731	O43184
2598	Q9ZVD5
112459	Q05940
129076	Q5TGY1
116783	Q8N335
110605	Q8N339
113056	Q15654
122182	Q5C9Z4
120572	Q96B02
125720	Q8IWU9
971460	P04487
107622	P09497
131981	Q8NDZ2
122295	Q9BRX5
120363	Q96EN8
279537	O74927
127605	Q56NI9
109205	P09211
111812	O00194
228703	Q99PT1
211603	Q9CYN2
129785	Q3B8N2
115721	Q9UQB8
107858	P04080
276226	O74752
211115	Q9EP53
122436	Q9BQ13
201760	P23708
124321	Q96D31
36349	P20133
116541	Q9Y2H5
31806	P39547
125902	Q8WUJ1
126391	Q8TAA5
109882	P26006
198952	P97315
115722	Q9UI95
118961	Q96DM3
128814	Q5M9Q1
119560	Q9NPB3
107288	P51878
112728	P21452
203338	P97496
201728	O35942
32251	Q03944
112668	O76039
234703	Q9Z0H8
124879	Q8WUX9
110635	P03901
66253	P29503
123200	Q96MT8
115219	O75132
107928	P20853
125406	Q6EMK4
110001	O60282
276216	Q9UUE1
113128	P68366
118162	Q9NRW3
115756	Q99536
36273	Q06102
128581	Q96M11
134902	P0C7M6
109965	P48051
128231	Q96M60
111425	Q9Y253
33652	P42949
116875	Q2KHT3
131028	Q2M3G0
230683	P13020
115051	Q9UQ26
106957	P18847
934215	Q7RTU0
119717	Q9BSW7
122521	Q6UW63
116674	Q6ZVD8
115970	O00187
3194050	Q9Y3D8
110336	P10911
119330	Q9UNA3
112794	P36402
198494	O08736
107920	Q9NQC7
124238	Q70CQ3
116408	O95158
108185	Q99956
211811	P62071
203177	Q8CHH9
125602	P58335
112960	O43657
113003	P11387
110120	Q14847
108320	P28324
204009	Q924A0
125715	Q8TAI7
120914	Q9NPI6
124898	Q96RE9
122963	Q6ZMP0
123808	Q9BYR7
34916	P40509
3624	P35510
123528	Q9H175
115670	P24844
108103	P51530
110929	P06748
107767	P23786
109305	P08631
34163	P36125
119372	Q8N4C6
112364	P57775
111849	P10276
35299	Q3E842
120716	Q7L5Y1
122371	Q9BYD6
109187	P49841
114263	O60493
125503	Q969J5
35328	Q03790
113861	P41247
121785	Q9Y3L5
31397	Q12395
114743	O43286
1776984	P90463
207949	O88520
122419	Q9H832
112348	P55822
125622	Q8NDC4
107881	O60716
111594	P52564
126513	Q5T9C9
122721	Q8TE67
115136	Q14140
120170	Q9NXS3
122831	Q96ER9
119270	Q9P0J0
120734	Q9NX70
123155	Q2NKJ3
204910	Q9DBR1
124801	Q6NT04
33832	P32458
278007	P31209
110438	P40692
124771	Q86UK7
114194	Q96JQ0
123186	Q9H8M1
129184	Q8NG41
122834	Q9BZK7
278607	P87142
109929	P17275
113500	Q14258
278835	O14082
107366	P21926
116985	P62166
115776	Q92841
228326	P61965
124817	Q5H9U9
127980	Q6ZQW0
36402	P23180
110284	P43364
572922	B7ZBB8
211205	Q99KI3
120725	Q96CU9
59468	Q95RJ9
121684	Q8IY37
117108	Q9UBY5
126812	Q8IYU4
109486	P05981
114968	Q9UBS8
117171	Q6P2E9
106615	P78325
116896	Q8IWV8
113736	P50461
110577	O43347
204408	P63280
120853	Q9NTW7
120667	Q63HQ0
114774	Q9Y263
236471	Q6IRU2
120077	Q5T5M9
113826	Q15428
120788	Q75QN2
279916	Q9UUG0
121610	Q96NW7
109319	Q00341
115543	Q6IB77
116824	Q9UPR6
114667	Q8ND90
111161	Q16342
199548	Q9D952
131978	Q86YC3
609809	Q9UEU5
132984	Q96EL1
120854	Q9NVH1
114380	O75469
31319	P06169
122423	Q9Y3S1
123568	Q9GZU0
1205538	P04585
117265	Q96F46
111068	P41231
115894	O75431
33402	P48239
111973	P25440
136714	Q6WRX3
115901	Q92879
129055	Q8NHC8
120221	Q9NP74
124249	Q567V2
127801	Q8IXM7
204623	P63101
118870	Q9NRR4
107687	P05997
108566	Q13643
113368	Q15637
229619	Q8C156
127942	Q3SY77
127293	Q6NVV7
107594	P35523
125943	Q5XKP0
111770	P26022
1205550	P18099
125946	Q8IVA1
230369	Q6KAS7
120074	Q9NV92
114037	O60704
126501	Q96BF6
111386	O15305
121064	Q9Y5F1
200455	P07901
123051	Q4LDE5
121277	Q9NPB1
110640	P49286
128095	Q8TF20
107787	P52943
125035	Q8TBZ6
116776	Q6WCQ1
120166	Q5K651
127965	Q8N9Z2
208456	Q99L13
107467	Q16667
131163	Q9NYA3
199976	P62874
129225	Q5SQ64
111529	O00743
117245	Q9H2M3
114930	O75436
216520	Q9DBU0
608397	Q8NDA8
124226	Q5JSZ5
111166	Q13370
118859	Q9BVV7
110739	P15173
131112	M0R2J8
109857	P60228
108497	P09467
120631	Q9NY57
111528	P53041
208038	Q9R1L5
110963	P20783
34644	P14906
117461	Q8NC96
128798	Q8N448
122490	Q9BVX2
117448	Q8TF01
1613917	Q9JKY1
200335	Q9Z104
222830	Q8R3P9
32731	P38221
115288	Q9UHI7
107530	O14646
117626	Q9UKA2
246968	P04692
123937	Q9H5Y7
120809	Q8WXA3
113833	Q92797
136224	Q5BJD5
116660	A5YKK6
122270	Q5TC12
113408	P17040
31226	P31539
109528	P51659
200884	P62482
35438	P38912
121387	Q9HCU0
128356	Q6P5R6
199968	Q9DC51
207298	O88441
200835	Q61735
575821	A6NKT7
124334	Q96FE5
106751	P05187
107290	P55210
34959	P40318
107823	P07333
110782	P51970
248847	P97876
109900	P18564
124754	Q6UWE0
107672	Q12860
123001	Q7Z4H4
111579	Q13237
115841	O95347
107746	Q9Y6N1
122941	Q8TBR7
113604	Q06710
36248	Q06810
120317	Q9NWW6
246813	P63319
34354	Q08220
230041	Q3UQN2
119317	Q9Y575
120871	Q9ULD0
110279	P43360
127298	Q8IYA6
119434	P57086
110446	P42568
107600	P51798
201383	Q8CFN5
126340	Q86UK5
118200	Q9HBT6
117646	Q8TCJ0
36805	P40040
114894	O15270
121098	Q9BXT4
132049	Q7RTX7
204509	Q60931
200341	P52927
31295	Q07951
124091	Q96JM7
122955	Q96GX1
34162	P36124
128265	Q8WX94
253064	P49432
201236	Q9QUN3
121047	Q9Y5G4
131360	D6RGH6
122654	Q9C0J9
201701	Q09014
129827	O75290
278305	Q9P7S7
35653	P05750
110902	P46087
122559	Q9BUN8
121715	Q9HCJ2
107000	P24539
31138	P07834
119960	Q8WYP3
128177	Q9H9G7
277645	P57728
279933	Q92371
248584	Q07205
116659	Q9BWQ8
116427	Q8IXM6
114951	Q9Y227
119401	Q9P0S2
277337	P78795
132835	A6NHC0
32988	P38360
114554	Q14694
198568	P80316
214999	Q8C4M7
126303	Q96BW9
106661	P18825
113135	P49411
110263	P84022
275954	O74978
113364	P61981
124980	B2RD01
250165	O35244
201666	Q99104
128273	Q68DY1
126346	Q8N7B6
106769	Q01432
121707	Q9HCL2
119436	Q9NYK1
126711	Q96L21
222026	Q99LL5
199259	P13864
107098	P00751
213232	Q3KNM2
231262	Q8R1M2
117522	Q9UKG1
110955	Q16656
36433	P38704
118917	Q9NTK5
121872	Q9BZL1
123982	Q8NCC5
121407	Q96KF7
110700	Q99836
111362	P53350
212043	Q8C669
32869	P32590
122813	Q6U7Q0
198373	O35607
120891	Q9NPB0
107489	Q03188
124851	Q7Z7L1
138656	Q6S8J3
31905	P06784
113763	P52926
202370	O08795
31727	P00549
112482	Q12824
124543	Q9C0D2
205980	Q99KX1
126948	A6NNL5
116700	Q8N766
134034	A6NFD8
122656	Q96LA5
111581	P27361
108163	Q14126
122720	Q8NBP0
31036	P25637
113213	P54855
108537	P05230
114271	O43292
109059	O43555
115704	P13284
113715	Q15059
138023	Q49A17
123018	Q86SQ9
121637	Q96RY5
115298	O14618
121364	Q96KN7
33273	P27882
198301	O70445
116352	Q9UGQ3
109064	Q08378
205043	O88544
122539	Q9BUU2
109120	O43193
114086	Q13303
110956	Q92686
107448	P55291
115394	O43854
134460	Q6NUJ2
113689	Q9NPG1
120928	Q86XS8
206027	Q9QXV1
121316	Q9NRP4
113221	Q13107
112064	P46778
139860	P33731
247556	P10960
122652	Q9BU20
200454	P11499
126284	Q68DQ2
119070	P56880
116843	O60346
123650	Q9H0K6
123158	Q96BD6
34882	P40482
108298	P55010
227756	Q9Z1Q5
119308	Q9UNX3
32804	P38257
202018	P35700
132255	Q5SZL2
115669	Q92597
117404	Q9NVH2
119440	Q9NSD7
126630	Q9H3H9
108592	Q99958
110826	P51955
129710	Q8N446
128478	Q5JXX7
112315	P45985
2856	Q9ZW35
97598	Q01978
114507	P50914
220434	Q99N95
112061	Q07020
111573	Q15139
125382	Q9BZF2
216417	Q8K1M6
45576	G5EBF1
125791	Q8NH43
114167	O75452
127623	Q96LL4
137570	Q49AH0
125362	Q86VY9
122665	Q9BQA9
107612	Q13286
131376	Q6ZU15
107359	P06127
116322	P31146
112042	P39023
124645	O95428
125997	Q8N9M1
106757	P02760
112321	Q96HF1
119544	Q99990
128429	Q8WU08
34603	P29461
107617	P54105
127575	Q8NHE4
128977	Q8N954
117779	O76099
124032	Q9BRP1
120867	Q8IX12
203266	P46467
31114	P43565
114492	O76064
971458	P04485
123328	Q7RTX1
212471	Q9CPX6
108093	P56178
114521	O95340
123582	Q17RP2
120772	Q9NU19
31483	Q05791
110778	Q16718
971788	P0C732
971788	Q8AZK7
122535	Q9BV10
120998	Q9NS86
32258	P38994
124874	Q52LA3
109267	P20671
114520	Q13183
121657	Q6VN20
110144	P48357
115464	Q6P1A2
115273	O75083
128825	Q8NHG8
121327	Q9UK58
115095	Q9Y4C2
129021	Q3SY00
116397	Q9UGP8
124070	Q9H1C7
122805	Q71F23
35550	P32074
116007	O95183
118016	Q9UHB7
125009	Q9NQX0
126213	Q96BQ3
133150	Q6PHW0
200938	P28740
125412	Q96CS2
123543	Q53QV2
117031	Q92576
124852	Q96S79
115259	Q15397
115231	Q9UBG0
123630	Q8NI77
114166	Q9Y265
30988	P25343
116299	O95971
125833	Q6P387
106710	P31749
115214	Q96HA1
107842	P19784
35112	Q04969
121539	Q9ULN7
117109	Q9UL40
110874	P55769
116410	O95156
119409	Q8IXR5
112553	Q02447
109419	Q14542
122518	Q7Z3C6
125421	Q96D03
113252	P15498
228315	Q91Z83
112870	Q99973
198255	Q91VR2
130173	Q2M2E5
33131	P53131
108281	Q05215
112462	Q8WUM9
32276	P02293
123786	Q9BZJ8
122169	Q6UWL2
262164	Q6TUG0
202921	Q9WTZ1
120351	Q5R3I4
126141	Q9NUB4
107223	Q16790
117119	Q96IQ7
107048	Q92934
122298	Q96S06
110186	P02545
115142	P49406
127730	Q7Z309
106811	O75106
110079	Q15323
121338	Q9GZX9
135018	B9ZVM9
208181	Q8BN78
119232	Q9Y3E0
200770	Q6P549
120549	Q86YJ6
108202	Q14209
119316	Q9BY76
115428	P40617
106708	P27144
126916	Q96MY7
120417	Q5XXA6
116263	Q9UDY4
3509008	P16913
117979	Q9H2U2
124414	Q96I34
108791	Q99965
120173	Q6N043
112703	O15260
234590	O55106
122882	Q6UY01
9534	Q9SCS3
116815	Q9BT88
127645	Q96MA6
109802	Q08334
118054	Q9NZH6
109983	Q9UGI6
200485	Q60900
108471	O15540
31893	Q12515
111551	Q9Y478
115033	Q14153
117032	Q15629
108855	Q14376
111684	Q16401
130657	Q3SYF9
123315	Q9C0F1
121607	Q7L7X3
112457	Q06495
942861	Q9H693
114014	O95980
125005	Q8N587
123348	Q9H1J7
1677989	Q6SW66
228885	Q8BWW4
106626	P51828
128104	Q8IXJ9
112233	Q9NY46
122871	Q96AB3
114752	P62829
108911	P01275
116567	Q9Y2F9
108294	Q13542
250246	Q66H40
112188	P06702
114659	Q9P1A6
123081	Q8NFY4
112089	P62891
31644	Q06707
136241	A6NK97
115327	Q86T24
108916	Q14397
234813	Q3V3R1
201368	P70331
205072	Q9WVM1
107238	P54284
107536	O14757
115628	Q8IYM9
46167	Q21049
116523	Q9UPS8
126551	Q9NQM4
17132	P22954
106614	P00813
124201	Q96T92
112327	Q08170
107371	P20273
126394	P83369
113098	Q15631
129242	P59536
232583	Q5EBG6
116974	O75474
114115	Q9UFW8
116265	Q9NQ30
117450	Q96PE1
109326	Q03591
114128	Q15131
123904	Q9H9J4
115952	Q15185
112228	P35498
98693	P55861
117474	Q9P2D0
278147	Q9UTA6
115610	P14550
106732	P15121
111349	P51178
128900	Q8N2H9
200102	Q64471
200453	P17156
122974	Q8TB24
111525	P48454
212356	P62869
107470	Q01850
122212	A6NKD2
124604	Q8IVL0
115573	O00422
121631	Q9P2D8
575836	Q9Y536
211560	Q9CRY7
250783	Q9QY17
59452	P91682
111587	P45984
131167	Q68DA7
121212	Q9NS91
230602	Q8C196
221766	Q8R1F0
106696	P23526
126023	Q8N8X9
126925	Q8NHR7
111942	P08100
211009	Q9ES00
117291	Q9UET6
124985	Q8WVV9
117648	Q96FV3
207694	Q9QZS7
232567	Q8VC31
106542	P78363
113306	O96028
122779	Q6PJF5
31775	Q01574
108073	O60610
112070	Q16540
130152	Q9UHL3
124217	Q8TD30
117658	Q6NVY1
130646	A1A580
205695	Q8CGZ0
123659	Q8WW43
124149	Q9BXI3
933663	P0C6T2
122772	Q9H8P0
124989	Q8N6G6
107686	P20908
610246	C9J7I0
111072	P13674
108944	O60609
121974	Q9H9C1
249380	Q9EQE1
124492	Q9NUD5
123207	Q9BZQ6
250763	Q2PQA9
199685	P30416
128147	Q9Y535
111859	O14827
112493	P17405
131497	Q86SJ2
203576	Q62383
199785	P23475
259817	Q6F6B3
31649	Q06011
34552	Q12216
115103	A7MCY6
159581	Q28147
133570	P60153
223727	Q07133
34720	P47988
126307	Q8IVS8
122418	Q53H96
125335	Q8WWM9
126768	Q8TF63
122128	Q9H0T7
127790	Q86U38
122050	Q9HCC0
110855	Q16649
32092	P15180
277314	Q09127
118142	Q9BZA7
108288	P29317
128176	Q717R9
125545	Q96L15
114262	O95219
202521	P55096
108065	P00374
111005	P0CE71
33941	P32895
112802	Q9UGU0
130614	Q3KNW1
1147409	Q6UWS5
249668	P38438
114265	O75530
36640	P38889
263807	Q5RKH6
204331	Q9QX29
115393	O60828
129477	Q494R4
121628	Q9P2E7
115502	Q8NI35
205181	Q8CIG8
117990	Q9P2W7
113367	P43403
107055	P78367
107247	P01258
107247	P06881
115718	O75521
247404	P63269
202049	P17918
612841	Q8IUW5
276332	P40370
106969	P54707
108826	Q06546
110412	P08493
106819	O00213
117696	Q96C90
111408	P54315
124214	Q8IUG5
117671	Q9NY28
136283	A2RU48
111108	Q96IZ0
110115	P08865
197911	P51174
34229	P36026
229496	Q4JK59
111162	P54750
113318	O96014
115958	Q8N3U4
115002	Q5TCZ1
35744	P17536
35775	P53953
136112	Q68G74
939065	D6RCP7
111815	P47224
124413	Q96I36
127902	Q8N136
120551	Q96AN5
106815	P50583
109296	P02100
121831	Q99935
119851	P57721
127320	Q8TF61
122537	Q71RG4
116147	P53677
116558	Q8TBE0
205013	Q9JLV5
122497	Q9H2J4
198841	P12787
31527	P19882
119644	Q8TCX1
123676	Q9BQI0
111308	P42336
111578	Q13976
123894	Q96QH2
109029	P29992
116167	Q07065
116286	Q9NQW5
111070	Q15077
116928	Q8NF91
114654	Q14978
109204	P46439
121887	Q9HAV0
117519	O75179
117163	O60684
121415	Q9BYV2
117503	O43166
6841	Q9LE06
116587	Q5JVS0
229554	P59178
124755	Q96EE4
115233	Q9Y4C8
131641	Q5T752
124069	Q9H1Z8
130609	Q86WD7
120448	Q9NVV9
122308	Q9HAN9
114484	Q15573
139266	Q96GX2
110247	P61626
126970	Q6F5E8
121927	Q9NRN7
33693	P40368
118843	Q9H0I3
124026	Q9BRT2
67421	Q02308
121123	Q8WYA6
119994	Q9NWM0
115304	Q14512
106990	P49419
114183	O14756
123505	Q8TCT9
107404	P13987
109142	P62993
118124	Q9UBZ4
106892	Q15669
116133	Q9Y235
122898	Q8NEM2
250528	P46462
125638	Q9H4Y5
117342	Q9Y512
106888	O43182
124716	Q96LC9
116381	O94903
119534	Q9UJV9
118852	Q9BY43
106756	Q9NP70
277426	Q9USR7
124749	Q96H40
126367	Q96M27
107235	P54289
114896	P62380
111237	P07737
31107	P60010
126205	Q7Z7C8
124679	Q96RP3
116343	Q9Y581
115701	O75608
112342	Q92629
124416	Q96I25
120961	Q9HBH7
117059	Q15022
108957	P10912
125826	Q2M3C6
122288	Q53EP0
127791	Q05BV3
128529	Q8NH10
131928	Q8NA69
219796	Q91WL8
123732	Q9BXU9
122024	P57071
117198	P57729
199074	Q3U1J4
120343	Q9NWS0
204772	O35601
122801	Q6N063
114578	Q14320
121708	Q96Q42
118964	Q9Y5L2
107689	P12110
201309	O54992
207301	O88569
110625	P46199
36607	P00925
276620	Q9Y809
116237	O43809
198709	Q60680
116082	P48645
122407	Q96QU1
201744	Q60795
110714	P35749
224368	Q8VBV7
107981	P51397
116508	Q9Y2D9
114443	Q99453
107960	P11511
199670	Q9R059
938840	C9JVI0
120518	Q9BVG3
107431	P30260
248298	Q63569
109170	Q14832
122938	Q14CX5
119462	Q9NR97
126053	Q8NFW5
112088	P63173
113387	P62633
203350	Q9WU42
230105	Q8BFT2
216564	Q9D898
136635	Q00G26
120738	Q96G74
111672	P40306
27010	Q9LPG6
119443	Q9P2T1
123598	Q9NTX7
121213	Q9BZC1
204209	P39447
246972	P49816
112996	Q05952
1678057	Q6SW84
204970	Q63844
119524	Q9Y570
120424	Q68EM7
276347	O60128
116457	Q15208
118032	Q9NRP7
119610	Q9NRW1
109643	O75874
68605	P19538
119251	Q49AJ0
125432	Q8IYG6
31499	P19073
219115	Q3ULD5
121960	A1A5C7
115450	Q14213
114119	O75473
110775	O43678
124115	Q8N5M9
121002	O15226
115552	Q7Z401
119737	Q9H165
246790	P10688
125633	Q96B45
106722	P47895
116261	Q9H2D6
117154	P56817
114915	Q53FA7
107539	P05060
126855	Q96AV8
120715	Q9H2R5
120885	Q96IV0
107067	P24385
108545	P31371
205726	Q3TIX9
123768	Q96T68
115797	Q9UNN8
17146	Q9LZF6
116288	Q9UKN5
214896	Q3UYI5
15827	Q9FPT1
116446	Q99497
111927	P47804
109080	P21695
123705	Q9H098
113099	Q92574
128278	Q96F25
568729	B2RXH4
34941	P40526
127495	Q8NEF9
110250	P16422
109654	Q16666
35210	P40202
114932	Q9UNW1
127670	Q5H8C1
123062	Q9H7D0
117069	Q8WYB5
108797	P35637
36422	P38703
121909	Q8IXH8
129424	Q5JNZ3
115540	O00624
115443	P50616
115504	P41567
124581	Q9BVM4
204645	Q96DY5
107821	P55060
119408	Q9H0P0
107796	O43186
108825	Q9UBS5
117811	Q96HL8
230424	Q8BHX1
111369	Q04941
125423	Q70HW3
106817	Q02410
247848	P28023
200421	Q9Z2R9
129495	Q7Z4N8
124862	Q96S97
107392	Q9Y5L3
120460	Q6PCD5
109215	P29083
112620	Q04837
109779	P05112
125748	Q8N6K0
32855	P38283
108486	P23142
124346	Q8N6M6
198318	P10417
110599	P04732
110128	P13796
114922	O75348
120072	Q5T7N2
107127	Q13873
125319	Q96P20
116598	Q9UPX8
110484	Q9HCE1
115355	Q8N5H7
114856	O60573
122318	Q96A47
122113	Q9BVC4
217500	Q9DAJ5
30950	P25566
131968	Q49MI3
106545	P42684
107016	Q99437
110867	P25208
246430	P08413
277859	Q9P7D4
207787	P47955
208283	P56135
116152	P60468
229869	A2A6Q5
1776953	F5HF36
133074	Q3ZCQ2
121418	Q96FA3
201553	P03925
120364	Q76FK4
6492	Q6ID70
116525	Q9Y2I2
134946	Q6UX39
127799	Q8TE49
112056	P30050
120412	Q96BY7
125225	Q96FF9
122486	O75223
202298	Q60809
125186	Q96P09
199989	Q9Z2E9
114726	O43474
120843	Q4KMZ1
1171792	P25704
115843	Q76MJ5
117409	Q6UB35
110953	Q92823
110482	Q16653
107294	P31415
116756	Q6P0Q8
112896	P01266
112867	Q10587
120637	Q9BYX2
129821	A1L4H1
130313	Q7Z388
31628	Q05930
114941	P20393
113384	Q9Y462
35361	P39926
129763	Q86YT5
122353	Q9H857
34288	Q12317
112723	P21579
127202	Q5VT40
228908	Q8CBE3
114015	O75908
109032	P63096
249685	P62198
231054	Q921F2
120879	Q96AE7
107835	P07498
116300	Q9Y496
131419	Q5BKX8
129227	Q86VZ5
118788	Q86WC4
124273	Q9BRC7
112779	P23193
119820	Q9H2H8
119073	P27469
24368	Q9C6L5
108271	Q9NYQ7
278052	Q09671
35065	Q03631
109538	P54652
110343	Q14566
121824	P57087
125343	Q96Q07
108094	P56179
120718	Q99871
115448	Q13283
114088	P53708
126899	P56915
107765	P50416
130134	O94915
115625	Q9NTG1
107293	Q92851
112253	P16619
108570	P62942
119904	Q9NRG0
126962	Q6IQ55
206139	Q9JKK7
124313	Q8TDQ0
204385	P26687
122957	Q8N684
123196	Q0VG06
111494	P62140
112605	P37108
128885	Q8WV93
111412	Q9H307
234468	Q8C166
216981	Q9D3G9
124089	Q5TCX8
124396	Q96ID5
246686	P04642
132014	P61129
115028	Q96H78
118146	O00461
246375	P47196
107141	P15056
213758	Q8BN21
203461	Q62261
118035	Q9ULD5
32326	Q05584
116392	P42766
212816	Q9DCT2
35524	P32453
127937	Q8TBY0
276855	Q9USW5
106700	P02765
34513	P33297
198279	Q60668
571814	Q5T0Z8
112343	Q13326
117441	Q9NQS3
120165	Q7RTS9
279879	O14179
197925	Q99KI0
275853	P40847
275639	O74892
128984	Q9Y4E1
211189	P61953
126839	Q7Z5W3
110846	Q13469
110689	Q00872
131919	Q6URK8
32783	P35177
115205	O94868
111223	O60925
108591	Q92949
118057	Q9NYZ4
124467	Q8WUA2
198328	Q921K9
99509	Q6NUF4
133321	Q9Y5P2
111527	Q96LZ3
198792	P16330
125718	Q96N77
119505	Q9Y2S6
109259	P51124
129190	A2A2Y4
262995	O70511
117654	Q9NRD1
202058	P21661
33034	P40107
119708	Q4LE39
119535	Q9Y5X1
107720	P13073
116920	Q2PZI1
116706	A0JNW5
135464	Q6PP77
278970	O13867
123980	Q5VVW2
212490	Q9CR62
120823	Q96JH8
120785	Q8TDM0
111844	P47736
107749	P15085
36566	P38837
108122	P50570
218847	Q5DW34
123673	Q9BZD4
120013	Q567U6
127558	Q8N0U8
112090	P62945
33614	P47009
106891	Q99819
119603	Q8N6T7
117142	Q9H000
110729	Q9ULV0
132568	Q2T9L4
129765	Q8N9M5
202194	P20444
106808	P50995
108177	Q05923
116301	O14802
120270	Q9H6D7
124555	Q969D9
121741	Q6NUP7
34073	P14540
115488	Q9H4P4
121846	Q9NPA3
114080	Q9BPW8
32896	P38131
118034	Q9ULD6
123267	Q9BZW7
114500	O00421
123502	Q9H7C4
205897	Q61581
971416	P10208
121957	Q7Z392
198694	O35280
110681	Q9UIF7
219965	Q99MR6
126064	Q8WW32
30943	P17709
200625	P13504
212157	Q91WA4
115130	Q9BVV6
125948	Q6ZN06
111297	Q92535
120816	Q6VY07
110724	Q9UBC5
118999	Q13033
107663	Q9H4B4
122804	Q7L3V2
109161	Q13224
120248	Q6DKK2
279759	Q9P6L5
126769	Q96AX9
115666	Q9Y2Y8
125900	Q86YJ7
111861	P29374
111752	P08575
116456	O95302
110916	Q9UM47
111135	P05154
116486	O14807
107606	P49759
35004	P35184
219813	Q9JLJ1
575839	Q8IWL2
112394	Q13239
125173	Q9BYV8
213261	Q9D8T3
123599	Q9C004
120310	Q5TA45
31446	P33322
203465	Q6ZWS8
113723	P55197
117415	Q9BVM2
211724	Q8R1P4
278958	Q10346
115232	Q9UJP4
124430	Q70EL2
121459	Q5MIZ7
125106	Q96B70
36642	P38891
211883	Q9CXW4
278961	O13828
122951	Q8N0V3
109282	P55084
112615	P19474
34917	P32565
204000	Q61286
119025	Q96HE7
122274	Q9H0J9
118882	Q8WY64
121609	Q7RTP6
112247	P09683
115299	Q14995
129220	Q8N8V4
110983	P43354
112302	P14151
247112	P28646
112933	P16035
32805	P38260
117475	Q96DZ5
198624	P11440
126412	Q5VVH5
129087	Q8IZK6
113138	O00294
114399	Q96AE4
120633	Q86VI4
32170	P40316
121881	Q9HB19
261119	P32577
109963	P48050
114568	O15403
204306	P70191
128786	Q8IV56
111537	Q92733
124532	Q9C0A0
114611	Q9HBW0
109413	P55318
132958	Q6ZWE6
207917	Q9R0Q7
122975	Q8TAW3
115947	Q9Y666
218391	Q8K396
107336	P30281
117418	Q86VV8
114405	Q86VP1
121940	P61009
126187	Q6ZMI0
115446	O75596
118055	Q9UHA7
122745	Q9H6R3
124398	P0CW24
123905	Q9ULT6
121312	Q8NI60
122141	Q53T59
125467	Q8N2R0
110834	Q15784
117438	Q68CL5
116851	O60303
123162	Q9H714
116900	O75144
115848	Q9Y5T5
109530	Q00613
33330	P06115
116500	O95757
35967	P20606
201860	Q61006
1776952	Q2HRC7
208042	Q9QZL0
114680	O95153
119547	Q9UHG3
110064	P19012
120778	Q9BX70
122170	Q96SD1
117525	Q9NUI1
36384	P38732
107189	P21730
107312	Q13761
131002	Q5M8T2
36457	P23968
113024	P67936
250042	Q62910
129767	Q6NZI2
123983	Q4VC44
279013	O14253
129788	Q641Q3
120139	Q9UGI0
123343	Q9H0C8
199531	Q5HZJ0
249304	P97524
112098	O15235
114561	Q13287
107233	Q13698
121704	Q5T5X7
108365	O15197
123818	Q969S8
116897	Q9UKU0
106905	P08842
124135	Q9BYG4
116088	Q9Y614
115186	Q7L775
117623	Q9UK22
134361	Q3KQZ1
109657	Q9HB58
306831	Q14943
108905	Q9H0R5
199254	Q9JHU4
125462	Q9UJK0
115126	P43243
112754	Q03519
106776	P04746
106861	O43315
32157	P34730
31132	P22943
123878	Q9H0N0
36253	Q06819
33367	P40260
126561	Q8IVP5
126433	Q3MIW9
128759	Q3B726
3508851	P24356
107218	P35218
116599	O94907
110220	O75197
109405	P09601
115640	O75607
120531	Q9NVC3
205077	P70441
119998	A0AV96
119096	Q9GZX6
127651	Q8IZ41
106908	P51690
111262	P08183
120215	Q9NXH3
110451	P08235
127872	Q8TD86
128398	Q8IWF6
110691	Q14324
112678	Q13277
116647	Q8IZQ1
125478	Q9BQ90
121977	Q9H788
104647	P62799
204508	Q60930
121864	Q9BYF1
116202	Q9UBX7
108550	Q92915
124549	Q9C0D9
117625	Q9UKA1
107018	Q93050
